,country_iso3,date,value,indicator,last_updated,language
0,AFE,2021,3912.17696072736,NY.GDP.PCAP.PP.CD,2022-06-30,0
1,AFE,2020,3687.72828625617,NY.GDP.PCAP.PP.CD,2022-06-30,0
2,AFE,2019,3845.61859158788,NY.GDP.PCAP.PP.CD,2022-06-30,0
3,AFE,2018,3794.09472990088,NY.GDP.PCAP.PP.CD,2022-06-30,0
4,AFE,2017,3702.51450363096,NY.GDP.PCAP.PP.CD,2022-06-30,0
5,AFE,2016,3627.47428388663,NY.GDP.PCAP.PP.CD,2022-06-30,0
6,AFE,2015,3533.33659109102,NY.GDP.PCAP.PP.CD,2022-06-30,0
7,AFE,2014,3503.82653439542,NY.GDP.PCAP.PP.CD,2022-06-30,0
8,AFE,2013,3365.68432207968,NY.GDP.PCAP.PP.CD,2022-06-30,0
9,AFE,2012,3237.87222592599,NY.GDP.PCAP.PP.CD,2022-06-30,0
10,AFE,2011,3323.27341304472,NY.GDP.PCAP.PP.CD,2022-06-30,0
11,AFE,2010,3218.0186286029,NY.GDP.PCAP.PP.CD,2022-06-30,0
12,AFE,2009,3107.56781240867,NY.GDP.PCAP.PP.CD,2022-06-30,0
13,AFE,2008,3144.7204728464,NY.GDP.PCAP.PP.CD,2022-06-30,0
14,AFE,2007,3030.35606573579,NY.GDP.PCAP.PP.CD,2022-06-30,0
15,AFE,2006,2839.03031841872,NY.GDP.PCAP.PP.CD,2022-06-30,0
16,AFE,2005,2651.41434613357,NY.GDP.PCAP.PP.CD,2022-06-30,0
17,AFE,2004,2484.6025305037,NY.GDP.PCAP.PP.CD,2022-06-30,0
18,AFE,2003,2351.05909761335,NY.GDP.PCAP.PP.CD,2022-06-30,0
19,AFE,2002,2291.27303977913,NY.GDP.PCAP.PP.CD,2022-06-30,0
20,AFE,2001,2227.88910263201,NY.GDP.PCAP.PP.CD,2022-06-30,0
21,AFE,2000,2156.35486720168,NY.GDP.PCAP.PP.CD,2022-06-30,0
22,AFE,1999,2090.9456239546,NY.GDP.PCAP.PP.CD,2022-06-30,0
23,AFE,1998,2057.62240287992,NY.GDP.PCAP.PP.CD,2022-06-30,0
24,AFE,1997,2049.99542535747,NY.GDP.PCAP.PP.CD,2022-06-30,0
25,AFE,1996,1982.7070631986,NY.GDP.PCAP.PP.CD,2022-06-30,0
26,AFE,1995,1894.76232304962,NY.GDP.PCAP.PP.CD,2022-06-30,0
27,AFE,1994,1824.7220575845,NY.GDP.PCAP.PP.CD,2022-06-30,0
28,AFE,1993,1801.0935162899,NY.GDP.PCAP.PP.CD,2022-06-30,0
29,AFE,1992,1811.25052532217,NY.GDP.PCAP.PP.CD,2022-06-30,0
30,AFE,1991,1855.85670415987,NY.GDP.PCAP.PP.CD,2022-06-30,0
31,AFE,1990,1844.49023754099,NY.GDP.PCAP.PP.CD,2022-06-30,0
32,AFE,1989,,NY.GDP.PCAP.PP.CD,2022-06-30,0
33,AFE,1988,,NY.GDP.PCAP.PP.CD,2022-06-30,0
34,AFE,1987,,NY.GDP.PCAP.PP.CD,2022-06-30,0
35,AFE,1986,,NY.GDP.PCAP.PP.CD,2022-06-30,0
36,AFE,1985,,NY.GDP.PCAP.PP.CD,2022-06-30,0
37,AFE,1984,,NY.GDP.PCAP.PP.CD,2022-06-30,0
38,AFE,1983,,NY.GDP.PCAP.PP.CD,2022-06-30,0
39,AFE,1982,,NY.GDP.PCAP.PP.CD,2022-06-30,0
40,AFE,1981,,NY.GDP.PCAP.PP.CD,2022-06-30,0
41,AFE,1980,,NY.GDP.PCAP.PP.CD,2022-06-30,0
42,AFE,1979,,NY.GDP.PCAP.PP.CD,2022-06-30,0
43,AFE,1978,,NY.GDP.PCAP.PP.CD,2022-06-30,0
44,AFE,1977,,NY.GDP.PCAP.PP.CD,2022-06-30,0
45,AFE,1976,,NY.GDP.PCAP.PP.CD,2022-06-30,0
46,AFE,1975,,NY.GDP.PCAP.PP.CD,2022-06-30,0
47,AFE,1974,,NY.GDP.PCAP.PP.CD,2022-06-30,0
48,AFE,1973,,NY.GDP.PCAP.PP.CD,2022-06-30,0
49,AFE,1972,,NY.GDP.PCAP.PP.CD,2022-06-30,0
50,AFE,1971,,NY.GDP.PCAP.PP.CD,2022-06-30,0
51,AFE,1970,,NY.GDP.PCAP.PP.CD,2022-06-30,0
52,AFE,1969,,NY.GDP.PCAP.PP.CD,2022-06-30,0
53,AFE,1968,,NY.GDP.PCAP.PP.CD,2022-06-30,0
54,AFE,1967,,NY.GDP.PCAP.PP.CD,2022-06-30,0
55,AFE,1966,,NY.GDP.PCAP.PP.CD,2022-06-30,0
56,AFE,1965,,NY.GDP.PCAP.PP.CD,2022-06-30,0
57,AFE,1964,,NY.GDP.PCAP.PP.CD,2022-06-30,0
58,AFE,1963,,NY.GDP.PCAP.PP.CD,2022-06-30,0
59,AFE,1962,,NY.GDP.PCAP.PP.CD,2022-06-30,0
60,AFE,1961,,NY.GDP.PCAP.PP.CD,2022-06-30,0
61,AFE,1960,,NY.GDP.PCAP.PP.CD,2022-06-30,0
62,AFW,2021,4474.97070007434,NY.GDP.PCAP.PP.CD,2022-06-30,0
63,AFW,2020,4241.52249851725,NY.GDP.PCAP.PP.CD,2022-06-30,0
64,AFW,2019,4335.4091880729,NY.GDP.PCAP.PP.CD,2022-06-30,0
65,AFW,2018,4231.32109304406,NY.GDP.PCAP.PP.CD,2022-06-30,0
66,AFW,2017,4115.64548016495,NY.GDP.PCAP.PP.CD,2022-06-30,0
67,AFW,2016,4069.00566669574,NY.GDP.PCAP.PP.CD,2022-06-30,0
68,AFW,2015,4139.32336449734,NY.GDP.PCAP.PP.CD,2022-06-30,0
69,AFW,2014,4208.73177986292,NY.GDP.PCAP.PP.CD,2022-06-30,0
