,country_iso3,date,value,indicator,last_updated,language
0,AFE,2021,,NY.GDP.MKTP.KN,2022-06-30,0
1,AFE,2020,,NY.GDP.MKTP.KN,2022-06-30,0
2,AFE,2019,,NY.GDP.MKTP.KN,2022-06-30,0
3,AFE,2018,,NY.GDP.MKTP.KN,2022-06-30,0
4,AFE,2017,,NY.GDP.MKTP.KN,2022-06-30,0
5,AFE,2016,,NY.GDP.MKTP.KN,2022-06-30,0
6,AFE,2015,,NY.GDP.MKTP.KN,2022-06-30,0
7,AFE,2014,,NY.GDP.MKTP.KN,2022-06-30,0
8,AFE,2013,,NY.GDP.MKTP.KN,2022-06-30,0
9,AFE,2012,,NY.GDP.MKTP.KN,2022-06-30,0
10,AFE,2011,,NY.GDP.MKTP.KN,2022-06-30,0
11,AFE,2010,,NY.GDP.MKTP.KN,2022-06-30,0
12,AFE,2009,,NY.GDP.MKTP.KN,2022-06-30,0
13,AFE,2008,,NY.GDP.MKTP.KN,2022-06-30,0
14,AFE,2007,,NY.GDP.MKTP.KN,2022-06-30,0
15,AFE,2006,,NY.GDP.MKTP.KN,2022-06-30,0
16,AFE,2005,,NY.GDP.MKTP.KN,2022-06-30,0
17,AFE,2004,,NY.GDP.MKTP.KN,2022-06-30,0
18,AFE,2003,,NY.GDP.MKTP.KN,2022-06-30,0
19,AFE,2002,,NY.GDP.MKTP.KN,2022-06-30,0
20,AFE,2001,,NY.GDP.MKTP.KN,2022-06-30,0
21,AFE,2000,,NY.GDP.MKTP.KN,2022-06-30,0
22,AFE,1999,,NY.GDP.MKTP.KN,2022-06-30,0
23,AFE,1998,,NY.GDP.MKTP.KN,2022-06-30,0
24,AFE,1997,,NY.GDP.MKTP.KN,2022-06-30,0
25,AFE,1996,,NY.GDP.MKTP.KN,2022-06-30,0
26,AFE,1995,,NY.GDP.MKTP.KN,2022-06-30,0
27,AFE,1994,,NY.GDP.MKTP.KN,2022-06-30,0
28,AFE,1993,,NY.GDP.MKTP.KN,2022-06-30,0
29,AFE,1992,,NY.GDP.MKTP.KN,2022-06-30,0
30,AFE,1991,,NY.GDP.MKTP.KN,2022-06-30,0
31,AFE,1990,,NY.GDP.MKTP.KN,2022-06-30,0
32,AFE,1989,,NY.GDP.MKTP.KN,2022-06-30,0
33,AFE,1988,,NY.GDP.MKTP.KN,2022-06-30,0
34,AFE,1987,,NY.GDP.MKTP.KN,2022-06-30,0
35,AFE,1986,,NY.GDP.MKTP.KN,2022-06-30,0
36,AFE,1985,,NY.GDP.MKTP.KN,2022-06-30,0
37,AFE,1984,,NY.GDP.MKTP.KN,2022-06-30,0
38,AFE,1983,,NY.GDP.MKTP.KN,2022-06-30,0
39,AFE,1982,,NY.GDP.MKTP.KN,2022-06-30,0
40,AFE,1981,,NY.GDP.MKTP.KN,2022-06-30,0
41,AFE,1980,,NY.GDP.MKTP.KN,2022-06-30,0
42,AFE,1979,,NY.GDP.MKTP.KN,2022-06-30,0
43,AFE,1978,,NY.GDP.MKTP.KN,2022-06-30,0
44,AFE,1977,,NY.GDP.MKTP.KN,2022-06-30,0
45,AFE,1976,,NY.GDP.MKTP.KN,2022-06-30,0
46,AFE,1975,,NY.GDP.MKTP.KN,2022-06-30,0
47,AFE,1974,,NY.GDP.MKTP.KN,2022-06-30,0
48,AFE,1973,,NY.GDP.MKTP.KN,2022-06-30,0
49,AFE,1972,,NY.GDP.MKTP.KN,2022-06-30,0
50,AFE,1971,,NY.GDP.MKTP.KN,2022-06-30,0
51,AFE,1970,,NY.GDP.MKTP.KN,2022-06-30,0
52,AFE,1969,,NY.GDP.MKTP.KN,2022-06-30,0
53,AFE,1968,,NY.GDP.MKTP.KN,2022-06-30,0
54,AFE,1967,,NY.GDP.MKTP.KN,2022-06-30,0
55,AFE,1966,,NY.GDP.MKTP.KN,2022-06-30,0
56,AFE,1965,,NY.GDP.MKTP.KN,2022-06-30,0
57,AFE,1964,,NY.GDP.MKTP.KN,2022-06-30,0
58,AFE,1963,,NY.GDP.MKTP.KN,2022-06-30,0
59,AFE,1962,,NY.GDP.MKTP.KN,2022-06-30,0
60,AFE,1961,,NY.GDP.MKTP.KN,2022-06-30,0
61,AFE,1960,,NY.GDP.MKTP.KN,2022-06-30,0
62,AFW,2021,,NY.GDP.MKTP.KN,2022-06-30,0
63,AFW,2020,,NY.GDP.MKTP.KN,2022-06-30,0
64,AFW,2019,,NY.GDP.MKTP.KN,2022-06-30,0
65,AFW,2018,,NY.GDP.MKTP.KN,2022-06-30,0
66,AFW,2017,,NY.GDP.MKTP.KN,2022-06-30,0
67,AFW,2016,,NY.GDP.MKTP.KN,2022-06-30,0
68,AFW,2015,,NY.GDP.MKTP.KN,2022-06-30,0
69,AFW,2014,,NY.GDP.MKTP.KN,2022-06-30,0
70,AFW,2013,,NY.GDP.MKTP.KN,2022-06-30,0
71,AFW,2012,,NY.GDP.MKTP.KN,2022-06-30,0
72,AFW,2011,,NY.GDP.MKTP.KN,2022-06-30,0
73,AFW,2010,,NY.GDP.MKTP.KN,2022-06-30,0
74,AFW,2009,,NY.GDP.MKTP.KN,2022-06-30,0
75,AFW,2008,,NY.GDP.MKTP.KN,2022-06-30,0
76,AFW,2007,,NY.GDP.MKTP.KN,2022-06-30,0
77,AFW,2006,,NY.GDP.MKTP.KN,2022-06-30,0
78,AFW,2005,,NY.GDP.MKTP.KN,2022-06-30,0
79,AFW,2004,,NY.GDP.MKTP.KN,2022-06-30,0
80,AFW,2003,,NY.GDP.MKTP.KN,2022-06-30,0
81,AFW,2002,,NY.GDP.MKTP.KN,2022-06-30,0
82,AFW,2001,,NY.GDP.MKTP.KN,2022-06-30,0
83,AFW,2000,,NY.GDP.MKTP.KN,2022-06-30,0
84,AFW,1999,,NY.GDP.MKTP.KN,2022-06-30,0
85,AFW,1998,,NY.GDP.MKTP.KN,2022-06-30,0
86,AFW,1997,,NY.GDP.MKTP.KN,2022-06-30,0
